"town","townID","totpixels","openwater","devopen","devlow","devmed","devhigh","barrenrock","decidforest","evergrnfor","mixedforest","shrubscrub","grassherb","pasturehay","cultcrop","woodywet","emergherbwet","RPopenwater","RPdevopen","RPdevlow","RPdevmed","RPdevhigh","RPbarrenrock","RPdecidforest","RPevergrnfor","RPmixedforest","RPshrubscrub","RPgrassherb","RPpasturehay","RPcultcrop","RPwoodywet","RPemergherbwet","Cforest","Clowdev","Chighdev","Cgrass","CPforest","CPshrubscrub","CPlowdev","CPhighdev","CPgrass","CPemherbwet","CPwoodywet","CPopenwater","nmds2011.1","nmds2011.2"
"TYNGSBOROUGH",301,51983,3464,5738,7195,4982,847,316,10936,4743,7562,55,991,869,110,3738,437,0.06663717,0.11038224,0.138410634,0.095839024,0.016293788,0.00607891,0.210376469,0.091241367,0.145470635,0.001058038,0.019063925,0.016717004,0.002116076,0.071908124,0.008406594,23241,12933,5829,1860,0.447088471,0.001058038,0.248792875,0.112132813,0.035780928,0.008406594,0.071908124,0.06663717,0.023362154,0.024930454
"DUNSTABLE",81,48216,782,1618,1618,531,26,319,6576,13582,8646,244,1197,3746,344,7936,1051,0.016218683,0.033557325,0.033557325,0.011012942,0.00053924,0.006616061,0.136386262,0.281690725,0.179318069,0.005060561,0.024825784,0.077692052,0.007134561,0.164592666,0.021797743,28804,3236,557,4943,0.597395056,0.005060561,0.067114651,0.011552182,0.102517836,0.021797743,0.164592666,0.016218683,-0.196953214,-0.120244268
"SAVOY",263,103686,449,2457,786,67,0,19,35586,4768,47934,1018,1944,2357,0,6163,138,0.004330382,0.023696545,0.00758058,0.000646182,0,0.000183246,0.343209305,0.045984993,0.462299635,0.009818105,0.018748915,0.022732095,0,0.059439076,0.001330941,88288,3243,67,4301,0.851493934,0.009818105,0.031277125,0.000646182,0.04148101,0.001330941,0.059439076,0.004330382,-0.205166876,-0.392925161
"BERNARDSTON",29,67388,23,3283,2790,1212,92,114,15358,19835,15624,227,137,5857,551,2118,167,0.000341307,0.048717873,0.04140203,0.017985398,0.001365228,0.001691696,0.227904078,0.294340239,0.231851368,0.003368552,0.002033003,0.086914584,0.00817653,0.031429928,0.002478186,50817,6073,1304,5994,0.754095685,0.003368552,0.090119903,0.019350626,0.088947587,0.002478186,0.031429928,0.000341307,-0.123143369,-0.312670003
"AYER",19,27338,1081,2541,3904,4731,2053,476,4239,993,2774,179,590,590,4,2700,483,0.039542029,0.092947546,0.142804887,0.17305582,0.075096935,0.017411661,0.155058892,0.036323067,0.101470481,0.006547663,0.021581681,0.021581681,0.000146316,0.098763626,0.017667715,8006,6445,6784,1180,0.29285244,0.006547663,0.235752433,0.248152754,0.043163362,0.017667715,0.098763626,0.039542029,0.141276257,0.166668748
"DEERFIELD",74,96259,2850,3886,4923,2350,733,832,34808,7316,13803,207,723,8018,10069,5354,387,0.029607621,0.040370251,0.05114327,0.024413302,0.007614872,0.008643348,0.361607746,0.076003283,0.143394384,0.002150448,0.007510986,0.083296107,0.104603206,0.055620773,0.004020403,55927,8809,3083,8741,0.581005412,0.002150448,0.091513521,0.032028174,0.090807093,0.004020403,0.055620773,0.029607621,-0.07858488,-0.157766418
"WENDELL",319,92746,978,2804,385,59,3,33,14875,23337,43860,673,529,1175,1,3714,320,0.010544929,0.03023311,0.004151122,0.000636146,3.23e-05,0.00035581,0.160384275,0.251622711,0.472904492,0.007256378,0.00570375,0.01266901,1.08e-05,0.040044854,0.003450284,82072,3189,62,1704,0.884911479,0.007256378,0.034384232,0.000668492,0.01837276,0.003450284,0.040044854,0.010544929,-0.20229948,-0.430554068
"WILMINGTON",342,49334,254,7373,10108,10236,2935,828,3433,1745,2911,96,308,204,5,8457,441,0.005148579,0.149450683,0.204889123,0.207483683,0.059492439,0.016783557,0.069586897,0.035371144,0.059005959,0.00194592,0.006243159,0.004135079,0.00010135,0.171423359,0.008939068,8089,17481,13171,512,0.163964,0.00194592,0.354339806,0.266976122,0.010378238,0.008939068,0.171423359,0.005148579,0.142391742,0.358647751
"MONTAGUE",192,90480,3669,3962,4473,2856,497,92,27923,18769,16467,1599,707,4749,2235,2391,91,0.040550398,0.043788683,0.04943634,0.031564987,0.005492927,0.001016799,0.308609637,0.207438108,0.181996021,0.017672414,0.007813882,0.052486737,0.024701592,0.026425729,0.001005747,63159,8435,3353,5456,0.698043767,0.017672414,0.093225022,0.037057913,0.060300619,0.001005747,0.026425729,0.040550398,-0.095778722,-0.261553011
"TEMPLETON",294,93197,980,4335,5023,2777,391,1892,13094,16966,23894,801,1942,5017,174,14925,986,0.01051536,0.046514373,0.053896585,0.029797096,0.004195414,0.020301083,0.140498085,0.182044486,0.256381643,0.008594697,0.020837581,0.053832205,0.001867013,0.16014464,0.01057974,53954,9358,3168,6959,0.578924214,0.008594697,0.100410957,0.03399251,0.074669786,0.01057974,0.16014464,0.01051536,-0.155495981,-0.100054086
"GARDNER",103,66229,2653,4317,5879,5801,2409,705,6315,11373,12105,228,780,2298,29,10682,655,0.040057981,0.065182926,0.08876776,0.087590029,0.036373794,0.010644884,0.095350979,0.171722357,0.182774917,0.003442601,0.011777318,0.034697791,0.000437875,0.161288861,0.009889927,29793,10196,8210,3078,0.449848254,0.003442601,0.153950686,0.123963822,0.046475109,0.009889927,0.161288861,0.040057981,-0.052721416,0.030454757
"BUCKLAND",47,57199,579,2224,1178,495,64,55,16942,8646,21593,195,118,3854,599,600,57,0.010122555,0.038881799,0.020594766,0.008653997,0.001118901,0.000961555,0.296193989,0.151156489,0.3775066,0.003409151,0.002062973,0.0673788,0.010472211,0.010489694,0.000996521,47181,3402,559,3972,0.824857078,0.003409151,0.059476564,0.009772898,0.069441773,0.000996521,0.010489694,0.010122555,-0.145786941,-0.387054611
"SAUGUS",262,32649,1350,2087,4545,10005,2809,625,3704,869,1669,31,736,24,2,1161,3032,0.041348893,0.063922325,0.139207939,0.306441239,0.086036326,0.019143006,0.11344911,0.026616435,0.051119483,0.000949493,0.022542804,0.000735091,6.13e-05,0.035560048,0.09286655,6242,6632,12814,760,0.191185029,0.000949493,0.203130264,0.392477564,0.023277895,0.09286655,0.035560048,0.041348893,0.339419278,0.202291031
"DRACUT",79,61689,1705,7236,10335,11469,1466,1211,10064,3043,4081,195,1224,3747,11,5096,806,0.027638639,0.11729806,0.16753392,0.185916452,0.023764366,0.019630728,0.163140917,0.049328081,0.06615442,0.003161017,0.019841463,0.060740164,0.000178314,0.08260792,0.013065538,17188,17571,12935,4971,0.278623417,0.003161017,0.28483198,0.209680818,0.080581627,0.013065538,0.08260792,0.027638639,0.122326326,0.190547058
"ACTON",2,58411,885,8865,8642,6892,1394,315,8704,3938,7728,95,547,752,107,9269,278,0.015151256,0.151769359,0.147951584,0.117991474,0.023865368,0.00539282,0.149013028,0.067418808,0.132303847,0.001626406,0.009364674,0.012874287,0.001831847,0.158685864,0.004759378,20370,17507,8286,1299,0.348735683,0.001626406,0.299720943,0.141856842,0.022238962,0.004759378,0.158685864,0.015151256,0.013559206,0.171085489
"DANVERS",71,39661,1478,4770,8474,12472,3489,22,2717,439,1278,43,368,419,39,2947,706,0.037265828,0.120269282,0.213660775,0.314465092,0.08797055,0.000554701,0.068505585,0.011068808,0.032223091,0.001084188,0.009278636,0.010564534,0.000983334,0.074304733,0.017800862,4434,13244,15961,787,0.111797484,0.001084188,0.333930057,0.402435642,0.019843171,0.017800862,0.074304733,0.037265828,0.311322737,0.362685629
"NEW SALEM",204,168917,39905,2575,709,78,0,229,38503,29908,46442,472,724,2032,159,6139,1042,0.236240284,0.015244173,0.004197328,0.000461765,0,0.001355695,0.227940349,0.177057371,0.274939763,0.002794272,0.004286129,0.012029577,0.000941291,0.036343293,0.00616871,114853,3284,78,2756,0.679937484,0.002794272,0.019441501,0.000461765,0.016315705,0.00616871,0.036343293,0.236240284,0.028832712,-0.35474708
"WINDSOR",345,101198,742,3398,1008,106,1,26,27485,3705,45251,358,2402,4809,0,11326,581,0.007332161,0.033577739,0.009960671,0.001047452,9.88e-06,0.000256922,0.271596277,0.036611395,0.447153106,0.003537619,0.023735647,0.047520702,0,0.111919208,0.00574122,76441,4406,107,7211,0.755360778,0.003537619,0.04353841,0.001057333,0.071256349,0.00574122,0.111919208,0.007332161,-0.207362838,-0.285238908
"LANESBOROUGH",148,85154,2288,3829,2016,1009,300,77,49019,545,9842,94,2792,8409,79,4580,275,0.026868967,0.044965592,0.023674754,0.01184912,0.003523029,0.000904244,0.575651173,0.006400169,0.115578834,0.001103882,0.032787655,0.098750499,0.000927731,0.053784907,0.003229443,59406,5845,1309,11201,0.697630176,0.001103882,0.068640346,0.015372149,0.131538154,0.003229443,0.053784907,0.026868967,-0.115605434,-0.268929427
"WASHINGTON",313,111678,2716,2677,316,13,0,146,33732,2483,53637,163,3021,919,0,11313,542,0.02431992,0.023970701,0.002829564,0.000116406,0,0.00130733,0.302046956,0.022233564,0.480282598,0.001459553,0.027050986,0.008229016,0,0.101300167,0.004853239,89852,2993,13,3940,0.804563119,0.001459553,0.026800265,0.000116406,0.035280001,0.004853239,0.101300167,0.02431992,-0.223264276,-0.334280008
"BOLTON",34,57781,268,4314,2463,1364,103,396,18571,4824,13134,240,720,4315,72,6487,510,0.004638203,0.074661221,0.042626469,0.023606376,0.001782593,0.006853464,0.321403229,0.083487652,0.227306554,0.004153615,0.012460844,0.074678528,0.001246084,0.112268739,0.008826431,36529,6777,1467,5035,0.632197435,0.004153615,0.11728769,0.025388969,0.087139371,0.008826431,0.112268739,0.004638203,-0.137054499,-0.16237537
"PITTSFIELD",236,122210,5348,16086,11997,11677,4009,132,27699,2184,17199,298,678,10854,81,13404,564,0.04376074,0.13162589,0.098167089,0.095548646,0.03280419,0.001080108,0.226650847,0.017870878,0.140733164,0.002438426,0.005547828,0.088814336,0.000662794,0.109680059,0.004615007,47082,28083,15686,11532,0.385254889,0.002438426,0.229792979,0.128352835,0.094362163,0.004615007,0.109680059,0.04376074,0.016062926,0.083869172
"GEORGETOWN",105,37854,688,3195,3722,2266,220,135,6688,4680,6983,41,215,845,14,7802,360,0.018175094,0.084403233,0.098325144,0.059861573,0.005811803,0.003566334,0.176678819,0.123632905,0.184471918,0.001083109,0.005679717,0.022322608,0.000369842,0.206107677,0.009510223,18351,6917,2486,1060,0.484783642,0.001083109,0.182728377,0.065673377,0.028002325,0.009510223,0.206107677,0.018175094,-0.115452495,0.026763396
"BLANDFORD",33,153800,5374,4311,1105,316,20,334,42461,3280,82013,148,481,2848,1,10551,557,0.034941482,0.028029909,0.007184655,0.002054616,0.000130039,0.002171651,0.276079324,0.021326398,0.533244473,0.000962289,0.003127438,0.018517555,6.5e-06,0.068602081,0.003621586,127754,5416,336,3329,0.830650195,0.000962289,0.035214564,0.002184655,0.021644993,0.003621586,0.068602081,0.034941482,-0.208412402,-0.368693596
"WEST BOYLSTON",321,39902,3092,3079,4243,3034,694,163,10434,2401,7582,190,508,1928,5,2334,215,0.07748985,0.077164052,0.106335522,0.076036289,0.017392612,0.004085008,0.261490652,0.060172422,0.190015538,0.004761666,0.012731191,0.04831838,0.000125307,0.058493309,0.005388201,20417,7322,3728,2436,0.511678613,0.004761666,0.183499574,0.093428901,0.061049571,0.005388201,0.058493309,0.07748985,-0.010505515,-0.061303838
"CLINTON",64,20895,4696,1476,2880,3698,1393,268,3156,751,1027,80,312,257,1,813,87,0.224742761,0.070638909,0.137832017,0.176980139,0.066666667,0.012826035,0.151040919,0.035941613,0.049150514,0.003828667,0.014931802,0.012299593,4.79e-05,0.03890883,0.004163676,4934,4356,5091,569,0.236133046,0.003828667,0.208470926,0.243646805,0.027231395,0.004163676,0.03890883,0.224742761,0.283997459,0.106795716
"HALIFAX",118,50030,3908,3262,3116,1084,208,105,757,6323,6261,81,884,764,8390,14577,310,0.078113132,0.065200879,0.06228263,0.021667,0.004157505,0.002098741,0.015130921,0.126384169,0.125144913,0.001619029,0.017669398,0.015270837,0.16769938,0.291365181,0.006196282,13341,6378,1292,1648,0.266660004,0.001619029,0.12748351,0.025824505,0.032940236,0.006196282,0.291365181,0.078113132,-0.191697014,0.244571202
"TOLLAND",297,94433,4227,3146,188,15,2,72,19624,2495,54199,19,975,612,24,8395,440,0.044761895,0.033314625,0.001990829,0.000158843,2.12e-05,0.000762445,0.207808711,0.026420849,0.573941313,0.000201201,0.010324781,0.006480785,0.000254148,0.088899008,0.004659388,76318,3334,17,1587,0.808170872,0.000201201,0.035305455,0.000180022,0.016805566,0.004659388,0.088899008,0.044761895,-0.220189013,-0.338991451
"MEDFIELD",175,42171,181,5186,5382,3049,337,9,3594,4690,8207,48,282,1008,3,9753,442,0.004292049,0.122975504,0.127623248,0.07230087,0.007991274,0.000213417,0.085224443,0.111213867,0.194612411,0.001138223,0.00668706,0.023902682,7.11e-05,0.231272676,0.010481136,16491,10568,3386,1290,0.391050722,0.001138223,0.250598753,0.080292144,0.030589742,0.010481136,0.231272676,0.004292049,-0.088650668,0.143801016
"FRAMINGHAM",100,76273,3760,11412,13147,17482,6632,234,9028,2080,6126,53,346,1139,118,4590,126,0.049296606,0.149620442,0.172367679,0.229202995,0.086950821,0.003067927,0.118364297,0.027270463,0.080316757,0.000694872,0.004536337,0.0149332,0.001547074,0.060178569,0.001651961,17234,24559,24114,1485,0.225951516,0.000694872,0.321988122,0.316153816,0.019469537,0.001651961,0.060178569,0.049296606,0.220264374,0.261170816
"HUNTINGTON",143,77102,1367,2865,783,263,45,200,23538,4394,37075,173,987,1853,80,3133,346,0.017729761,0.037158569,0.010155379,0.003411066,0.000583642,0.002593966,0.30528391,0.056989443,0.480856528,0.002243781,0.012801224,0.024033099,0.001037587,0.040634484,0.004487562,65007,3648,308,2840,0.84312988,0.002243781,0.047313948,0.003994708,0.036834323,0.004487562,0.040634484,0.017729761,-0.182669774,-0.390291251
"NORTHFIELD",217,101797,3391,3499,2418,779,94,943,19518,26259,28031,618,620,6320,5968,3054,285,0.033311394,0.034372329,0.023753156,0.007652485,0.000923406,0.009263534,0.19173453,0.257954557,0.275361749,0.006070906,0.006090553,0.062084344,0.058626482,0.030000884,0.00279969,73808,5917,873,6940,0.725050836,0.006070906,0.058125485,0.008575891,0.068174897,0.00279969,0.030000884,0.033311394,-0.127707671,-0.295777398
"READING",246,28750,0,4618,6323,6659,1146,26,1155,604,960,1,82,67,1,6962,146,0,0.160626087,0.219930435,0.231617391,0.03986087,0.000904348,0.040173913,0.021008696,0.033391304,3.48e-05,0.002852174,0.002330435,3.48e-05,0.242156522,0.005078261,2719,10941,7805,149,0.094573913,3.48e-05,0.380556522,0.271478261,0.005182609,0.005078261,0.242156522,0,0.12434236,0.456390568
"WILLIAMSBURG",340,73879,309,2855,849,350,31,26,22969,5985,32352,94,292,3115,76,4247,329,0.004182515,0.03864427,0.011491764,0.004737476,0.000419605,0.000351927,0.310900256,0.081010842,0.437905223,0.001272351,0.003952409,0.042163538,0.001028709,0.057485889,0.004453228,61306,3704,381,3407,0.829816321,0.001272351,0.050136033,0.005157081,0.046115946,0.004453228,0.057485889,0.004182515,-0.187415432,-0.371576488
"ANDOVER",9,92532,3173,15050,16730,13289,3213,124,12488,7501,8779,94,518,893,43,10081,556,0.03429084,0.162646436,0.180802317,0.143615182,0.034723123,0.001340077,0.134958717,0.081063848,0.094875286,0.001015865,0.005598063,0.009650715,0.000464704,0.108946094,0.006008732,28768,31780,16502,1411,0.310897852,0.001015865,0.343448753,0.178338305,0.015248779,0.006008732,0.108946094,0.03429084,0.075714317,0.209520347
"SHELBURNE",268,67377,811,2394,1441,628,50,149,17288,13808,18773,616,343,9737,10,1118,211,0.012036748,0.035531413,0.02138712,0.009320688,0.000742093,0.002211437,0.256586075,0.204936403,0.278626237,0.009142586,0.005090758,0.144515191,0.000148419,0.016593199,0.003131632,49869,3835,678,10080,0.740148715,0.009142586,0.056918533,0.010062781,0.149605949,0.003131632,0.016593199,0.012036748,-0.227964736,-0.282048489
"WILBRAHAM",339,64275,959,8224,5721,1861,515,191,22916,2859,7953,221,206,1750,332,10518,49,0.014920264,0.127950214,0.089008168,0.028953715,0.008012447,0.002971606,0.356530533,0.044480747,0.123733956,0.003438351,0.003204979,0.02722676,0.005165305,0.163640607,0.000762349,33728,13945,2376,1956,0.524745235,0.003438351,0.216958382,0.036966161,0.030431739,0.000762349,0.163640607,0.014920264,-0.107025811,-0.014091931
"OTIS",225,109520,7032,5414,876,175,14,229,23402,1825,52136,60,1262,705,8,15887,495,0.064207451,0.049433893,0.007998539,0.001597882,0.000127831,0.002090942,0.213677867,0.016663623,0.476040906,0.000547845,0.011523009,0.00643718,7.3e-05,0.145060263,0.004519722,77363,6290,189,1967,0.706382396,0.000547845,0.057432432,0.001725712,0.01796019,0.004519722,0.145060263,0.064207451,-0.221993238,-0.222154814
"BURLINGTON",48,34147,276,5606,6911,10528,3469,149,3002,398,961,33,66,114,7,2579,48,0.008082701,0.164172548,0.202389668,0.308314054,0.101590184,0.004363487,0.087914019,0.01165549,0.028143029,0.00096641,0.00193282,0.003338507,0.000204996,0.075526401,0.001405687,4361,12517,13997,180,0.127712537,0.00096641,0.366562216,0.409904238,0.005271327,0.001405687,0.075526401,0.008082701,0.302407436,0.379385743
"HOLLISTON",136,54839,785,6097,6346,3742,556,100,13590,2524,8952,185,361,1237,15,9897,452,0.01431463,0.11118,0.115720564,0.068236109,0.01013877,0.00182352,0.247816335,0.046025639,0.163241489,0.003373512,0.006582906,0.022556939,0.000273528,0.18047375,0.008242309,25066,12443,4298,1598,0.457083462,0.003373512,0.226900563,0.078374879,0.029139846,0.008242309,0.18047375,0.01431463,-0.073632151,0.054381481
"BROOKFIELD",45,47732,2608,2440,924,378,57,45,15236,2922,9300,261,401,2284,67,9146,1663,0.054638398,0.051118746,0.019358083,0.007919216,0.001194167,0.000942764,0.31919886,0.061216794,0.194837845,0.00546803,0.008401073,0.047850499,0.00140367,0.191611498,0.034840359,27458,3364,435,2685,0.575253499,0.00546803,0.070476829,0.009113383,0.056251571,0.034840359,0.191611498,0.054638398,-0.204812472,-0.087611177
"HOPKINTON",139,80141,4360,7827,7067,4131,902,401,24173,4474,12151,291,544,2502,37,10635,646,0.054404113,0.097665365,0.088182079,0.051546649,0.011255163,0.005003681,0.301630876,0.055826606,0.151620269,0.0036311,0.006788036,0.031219975,0.000461686,0.13270361,0.008060793,40798,14894,5033,3046,0.50907775,0.0036311,0.185847444,0.062801812,0.038008011,0.008060793,0.13270361,0.054404113,-0.072393016,-0.026502361
"SHERBORN",269,46495,822,3268,1325,361,88,16,11390,3695,13637,112,1124,2054,3,8360,240,0.01767932,0.070287128,0.028497688,0.007764276,0.001892677,0.000344123,0.244972578,0.079470911,0.293300355,0.002408861,0.024174642,0.044176793,6.45e-05,0.17980428,0.005161845,28722,4593,449,3178,0.617743843,0.002408861,0.098784816,0.009656952,0.068351436,0.005161845,0.17980428,0.01767932,-0.191358085,-0.126079118
"CHESTER",59,106956,1594,3904,496,156,15,54,48065,2555,42198,132,585,2197,4,4883,118,0.014903325,0.036500991,0.004637421,0.001458544,0.000140245,0.000504881,0.449390404,0.023888328,0.394536071,0.001234152,0.005469539,0.020541157,3.74e-05,0.045654288,0.001103257,92818,4400,171,2782,0.867814802,0.001234152,0.041138412,0.001598788,0.026010696,0.001103257,0.045654288,0.014903325,-0.198418293,-0.41112273
"EVERETT",93,9891,26,53,541,2692,6353,21,7,3,8,2,114,4,0,1,66,0.002628652,0.005358407,0.054696188,0.272166616,0.642301082,0.002123142,0.000707714,0.000303306,0.000808816,0.000202204,0.011525629,0.000404408,0,0.000101102,0.006672733,18,594,9045,118,0.001819836,0.000202204,0.060054595,0.914467698,0.011930037,0.006672733,0.000101102,0.002628652,0.895000439,0.249330136
"CHELSEA",57,6364,50,13,180,2225,3826,20,0,0,0,0,19,6,0,0,25,0.007856694,0.00204274,0.028284098,0.349622879,0.601194217,0.003142678,0,0,0,0,0.002985544,0.000942803,0,0,0.003928347,0,193,6051,25,0,0,0.030326838,0.950817096,0.003928347,0.003928347,0,0.007856694,0.937217082,0.229912657
"RUTLAND",257,104354,2347,5489,3055,1151,108,248,27691,11309,26448,913,1770,4898,378,17185,1364,0.022490753,0.052599805,0.029275351,0.011029764,0.001034939,0.002376526,0.265356383,0.108371505,0.253445005,0.008749066,0.016961496,0.04693639,0.003622286,0.16467984,0.013070893,65448,8544,1259,6668,0.627172892,0.008749066,0.081875156,0.012064703,0.063897886,0.013070893,0.16467984,0.022490753,-0.18709644,-0.144763531
"STOW",286,51787,1675,5519,3117,1389,209,61,8035,7565,11506,131,838,2198,168,8883,493,0.032344025,0.106571147,0.06018885,0.026821403,0.004035762,0.001177902,0.155154769,0.146079132,0.222179311,0.002529592,0.016181667,0.042443084,0.003244057,0.171529534,0.009519764,27106,8636,1598,3036,0.523413212,0.002529592,0.166759998,0.030857165,0.058624751,0.009519764,0.171529534,0.032344025,-0.124517836,-0.031628626
"GOSHEN",108,50933,1122,1974,545,100,2,137,9816,3068,27432,40,399,1397,1,4675,225,0.02202894,0.038756798,0.010700332,0.001963364,3.93e-05,0.002689808,0.192723774,0.060235996,0.538589912,0.000785345,0.007833821,0.02742819,1.96e-05,0.09178725,0.004417568,40316,2519,102,1796,0.791549683,0.000785345,0.04945713,0.002002631,0.035262011,0.004417568,0.09178725,0.02202894,-0.203122191,-0.322804237
"SUDBURY",288,71216,910,12825,9235,3587,871,83,7619,7302,10533,85,718,1397,155,14624,1272,0.012778027,0.180085936,0.129675916,0.050367895,0.012230398,0.001165468,0.106984386,0.102533139,0.147902157,0.001193552,0.010082004,0.019616378,0.002176477,0.205347113,0.017861155,25454,22060,4458,2115,0.357419681,0.001193552,0.309761851,0.062598293,0.029698382,0.017861155,0.205347113,0.012778027,-0.069859879,0.186866585
"CHICOPEE",61,68692,3052,14562,14178,17703,4961,277,7030,792,941,170,832,389,21,3601,183,0.04443021,0.211989751,0.206399581,0.2577156,0.072220928,0.004032493,0.102340884,0.011529727,0.01369883,0.002474815,0.012112036,0.005662959,0.000305712,0.052422407,0.002664066,8763,28740,22664,1221,0.12756944,0.002474815,0.418389332,0.329936528,0.017774996,0.002664066,0.052422407,0.04443021,0.235274733,0.404340467
"PHILLIPSTON",235,70901,1124,2602,994,253,21,50,20385,7578,21190,165,630,1411,2,13386,1110,0.015853091,0.036699059,0.014019548,0.003568356,0.000296188,0.000705209,0.287513575,0.106881426,0.298867435,0.002327189,0.008885629,0.019900989,2.82e-05,0.188798465,0.015655633,49153,3596,274,2041,0.693262436,0.002327189,0.050718608,0.003864544,0.028786618,0.015655633,0.188798465,0.015853091,-0.245638833,-0.195176052
"SPENCER",280,97868,3301,6652,2723,1498,492,420,29521,6390,23701,306,1961,8060,260,11343,1240,0.033729105,0.067969101,0.02782319,0.015306331,0.005027179,0.004291495,0.301640986,0.065292026,0.242173131,0.00312666,0.020037193,0.082355826,0.00265664,0.11590101,0.012670127,59612,9375,1990,10021,0.609106143,0.00312666,0.095792292,0.02033351,0.102393019,0.012670127,0.11590101,0.033729105,-0.144558766,-0.146574778
"ASHLAND",14,37047,1525,4830,5968,4134,792,304,11042,638,3003,26,144,359,1,4083,198,0.041163927,0.130374929,0.161092666,0.111587983,0.021378249,0.008205793,0.298053824,0.017221367,0.081059195,0.000701811,0.003886954,0.009690393,2.7e-05,0.110211353,0.005344562,14683,10798,4926,503,0.396334386,0.000701811,0.291467595,0.132966232,0.013577348,0.005344562,0.110211353,0.041163927,0.029126726,0.107207169
"WENHAM",320,23425,1091,2749,2459,1027,74,20,1758,3004,2917,1,227,771,1,6951,375,0.046574173,0.117353255,0.104973319,0.043842049,0.003159018,0.000853789,0.075048026,0.128239061,0.12452508,4.27e-05,0.009690502,0.032913554,4.27e-05,0.296734258,0.016008538,7679,5208,1101,998,0.327812166,4.27e-05,0.222326574,0.047001067,0.042604055,0.016008538,0.296734258,0.046574173,-0.147625971,0.212154393
"MARLBOROUGH",170,63605,3053,7348,9727,15120,4142,112,10250,2430,4934,102,211,532,17,5380,247,0.047999371,0.115525509,0.152928229,0.237717161,0.065120667,0.001760868,0.161150853,0.038204544,0.077572518,0.001603648,0.003317349,0.008364122,0.000267275,0.084584545,0.003883343,17614,17075,19262,743,0.276927914,0.001603648,0.268453738,0.302837827,0.011681472,0.003883343,0.084584545,0.047999371,0.194071062,0.197452414
"WESTFIELD",329,136158,2270,17237,16989,8785,3738,1733,30613,6835,24180,668,1352,7768,5066,8658,266,0.016671808,0.126595573,0.124774159,0.06452063,0.0274534,0.01272786,0.224834384,0.050199033,0.177587802,0.004906065,0.009929641,0.057051367,0.037206774,0.063587891,0.001953613,61628,34226,12523,9120,0.452621219,0.004906065,0.251369732,0.09197403,0.066981007,0.001953613,0.063587891,0.016671808,0.012426483,0.014130207
"WAKEFIELD",305,23006,1539,2559,4878,8159,1771,17,1182,302,643,1,48,73,1,1726,107,0.066895592,0.111231853,0.212031644,0.354646614,0.076979918,0.000738938,0.051377901,0.01312701,0.027949231,4.35e-05,0.002086412,0.003173085,4.35e-05,0.075023907,0.004650961,2127,7437,9930,121,0.092454142,4.35e-05,0.323263496,0.431626532,0.005259498,0.004650961,0.075023907,0.066895592,0.343955945,0.375034476
"MONROE",190,31040,205,783,188,35,1,1,16441,574,11688,314,256,229,0,304,21,0.006604381,0.025225515,0.006056701,0.001127577,3.22e-05,3.22e-05,0.529671392,0.018492268,0.376546392,0.010115979,0.008247423,0.007377577,0,0.009793814,0.000676546,28703,971,36,485,0.924710052,0.010115979,0.031282216,0.001159794,0.015625,0.000676546,0.009793814,0.006604381,-0.18693201,-0.481251995
"SOUTHBRIDGE",278,60013,1272,5102,3506,2460,785,329,11181,6036,21846,189,682,1469,13,4769,374,0.021195408,0.085014913,0.058420676,0.040991119,0.013080499,0.005482146,0.186309633,0.100578208,0.364021129,0.003149318,0.011364204,0.02447803,0.00021662,0.079466116,0.006231983,39063,8608,3245,2151,0.65090897,0.003149318,0.143435589,0.054071618,0.035842234,0.006231983,0.079466116,0.021195408,-0.090347718,-0.183900662
"NEW MARLBOROUGH",203,137848,2878,5666,538,43,1,155,55306,10511,39423,428,1095,7233,1331,12697,543,0.020878069,0.041103244,0.00390285,0.000311938,7.25e-06,0.001124427,0.401210028,0.076250653,0.285988915,0.003104869,0.007943532,0.052470837,0.009655563,0.092108699,0.003939121,105240,6204,44,8328,0.763449597,0.003104869,0.045006094,0.000319192,0.060414369,0.003939121,0.092108699,0.020878069,-0.193339327,-0.300874355
"CHESHIRE",58,79175,2174,2950,1561,796,80,138,34962,1349,16420,329,3611,11162,86,3316,241,0.027458162,0.037259236,0.019715819,0.010053679,0.00101042,0.001742974,0.441578781,0.017038207,0.207388696,0.004155352,0.045607831,0.140978844,0.001086201,0.041881907,0.00304389,52731,4511,876,14773,0.666005684,0.004155352,0.056975055,0.011064099,0.186586675,0.00304389,0.041881907,0.027458162,-0.051421943,-0.28442101
"BOYLSTON",39,56843,10764,4209,2843,1281,182,76,16430,4447,10560,108,316,832,2,4587,206,0.189363686,0.074046057,0.050014953,0.022535756,0.003201801,0.001337016,0.289041747,0.078233028,0.185774854,0.00189997,0.005559172,0.014636807,3.52e-05,0.080695952,0.003624017,31437,7052,1463,1148,0.553049628,0.00189997,0.12406101,0.025737558,0.020195978,0.003624017,0.080695952,0.189363686,-0.221323483,-0.044212758
"CARVER",52,114318,7080,6147,5828,2148,372,2814,1284,34529,6344,133,2267,986,27418,16601,367,0.061932504,0.05377106,0.050980598,0.018789692,0.003254081,0.024615546,0.011231827,0.302043423,0.055494323,0.001163421,0.019830648,0.008625063,0.239839745,0.145217726,0.003210343,42157,11975,2520,3253,0.368769573,0.001163421,0.104751658,0.022043773,0.028455711,0.003210343,0.145217726,0.061932504,-0.145566576,0.093881904
