"town","townID","totpixels","openwater","devopen","devlow","devmed","devhigh","barrenrock","decidforest","evergrnfor","mixedforest","shrubscrub","grassherb","pasturehay","cultcrop","woodywet","emergherbwet","RPopenwater","RPdevopen","RPdevlow","RPdevmed","RPdevhigh","RPbarrenrock","RPdecidforest","RPevergrnfor","RPmixedforest","RPshrubscrub","RPgrassherb","RPpasturehay","RPcultcrop","RPwoodywet","RPemergherbwet","Cforest","Clowdev","Chighdev","Cgrass","CPforest","CPshrubscrub","CPlowdev","CPhighdev","CPgrass","CPemherbwet","CPwoodywet","CPopenwater","nmds2011.1","nmds2011.2"
"HINGHAM",131,65279,870,11655,9732,5460,1579,368,6849,5822,12697,81,1173,274,6,7681,1032,0.01332741,0.178541338,0.149083166,0.083640987,0.024188483,0.005637341,0.104918887,0.089186415,0.194503592,0.001240828,0.017969025,0.004197368,9.19e-05,0.11766418,0.015809066,25368,21387,7039,1447,0.388608894,0.001240828,0.327624504,0.10782947,0.022166393,0.015809066,0.11766418,0.01332741,0.008542091,0.137161106
"QUINCY",243,49828,1353,2336,4876,17437,8504,401,6391,1058,3170,144,299,22,3,1357,2477,0.027153408,0.046881272,0.097856627,0.349943807,0.170667095,0.008047684,0.128261219,0.021233042,0.063618849,0.002889941,0.006000642,0.000441519,6.02e-05,0.027233684,0.049711006,10619,7212,25941,321,0.213113109,0.002889941,0.144737898,0.520610902,0.006442161,0.049711006,0.027233684,0.027153408,0.454320426,0.154488051
"WELLESLEY",317,30305,1143,10375,8050,3534,1195,8,1627,839,2089,9,136,70,2,1197,31,0.037716548,0.342352747,0.265632734,0.11661442,0.039432437,0.000263983,0.05368751,0.0276852,0.068932519,0.000296981,0.004487708,0.00230985,6.6e-05,0.039498433,0.001022934,4555,18425,4729,206,0.15030523,0.000296981,0.607985481,0.156046857,0.006797558,0.001022934,0.039498433,0.037716548,0.028367124,0.545392577
"MARSHFIELD",171,82173,1084,10233,9473,6094,1280,1166,2722,12845,15563,22,1052,443,544,8501,11151,0.013191681,0.124529955,0.115281175,0.074160612,0.015576893,0.014189576,0.033125236,0.156316552,0.18939311,0.000267728,0.012802259,0.005391065,0.006620179,0.103452472,0.135701508,31130,19706,7374,1495,0.378834897,0.000267728,0.23981113,0.089737505,0.018193324,0.135701508,0.103452472,0.013191681,0.045742616,0.075328901
"BROCKTON",44,61928,319,8345,12406,22594,6794,64,5106,287,1802,26,211,434,25,3445,70,0.005151143,0.134753262,0.200329415,0.364843044,0.109708048,0.001033458,0.082450588,0.004634414,0.029098308,0.000419842,0.003407183,0.007008138,0.000403695,0.055629118,0.001130345,7195,20751,29388,645,0.11618331,0.000419842,0.335082677,0.474551092,0.010415321,0.001130345,0.055629118,0.005151143,0.373159072,0.368457716
"HANSON",123,45281,2231,5246,5358,2009,342,97,1622,5962,9164,35,424,310,2425,9509,547,0.049270113,0.115854332,0.118327775,0.044367395,0.007552837,0.002142179,0.035820764,0.131666703,0.202380689,0.000772951,0.009363751,0.006846139,0.053554471,0.209999779,0.012080122,16748,10604,2351,734,0.369868157,0.000772951,0.234182107,0.051920231,0.016209889,0.012080122,0.209999779,0.049270113,-0.089289512,0.141410861
"MASHPEE",172,73650,6936,9765,12056,5383,973,1177,1832,12963,16339,134,778,55,377,2554,2328,0.094175153,0.132586558,0.163693143,0.073088934,0.013211134,0.015980991,0.024874406,0.176008147,0.221846572,0.001819416,0.010563476,0.000746775,0.005118805,0.034677529,0.031608961,31134,21821,6356,833,0.422729124,0.001819416,0.296279701,0.086300068,0.011310251,0.031608961,0.034677529,0.094175153,0.079577227,0.026514275
"FALMOUTH",96,131036,5568,19119,24465,12901,1600,4302,10237,13676,29058,754,2687,436,439,2094,3700,0.04249214,0.145906468,0.186704417,0.09845386,0.012210385,0.032830672,0.078123569,0.104368265,0.221755853,0.005754144,0.020505815,0.00332733,0.003350224,0.015980341,0.028236515,52971,43584,14501,3123,0.404247688,0.005754144,0.332610886,0.110664245,0.023833145,0.028236515,0.015980341,0.04249214,0.107626591,0.054615709
"SCITUATE",264,49836,1128,7050,6641,4661,1005,1039,3459,3228,9724,13,753,112,293,5307,5423,0.02263424,0.141464002,0.133257083,0.093526768,0.020166145,0.020848383,0.069407657,0.064772454,0.195119994,0.000260856,0.015109559,0.002247371,0.005879284,0.106489285,0.108816919,16411,13691,5666,865,0.329300104,0.000260856,0.274721085,0.113692913,0.017356931,0.108816919,0.106489285,0.02263424,0.045778701,0.149081745
"NORTH BROOKFIELD",212,63161,1989,3842,1336,641,116,777,27329,2261,7963,408,1291,7063,107,7328,710,0.031490952,0.060828676,0.021152293,0.010148668,0.001836576,0.012301895,0.432687893,0.035797407,0.126074635,0.006459682,0.020439828,0.111825335,0.001694083,0.116020962,0.011241114,37553,5178,757,8354,0.594559934,0.006459682,0.081980969,0.011985244,0.132265164,0.011241114,0.116020962,0.031490952,-0.167999896,-0.133813932
"HULL",142,9209,772,393,880,2921,1923,553,270,118,393,15,245,2,2,26,696,0.083831035,0.042675643,0.095558693,0.317189706,0.208817461,0.060049951,0.029319144,0.012813552,0.042675643,0.001628841,0.026604409,0.000217179,0.000217179,0.002823325,0.075578239,781,1273,4844,247,0.08480834,0.001628841,0.138234336,0.526007167,0.026821588,0.075578239,0.002823325,0.083831035,0.52072156,0.227111589
"SHREWSBURY",271,62612,2494,8787,13687,12196,2993,343,13772,443,1887,199,570,815,0,4155,271,0.03983262,0.14034051,0.218600268,0.194786942,0.047802338,0.005478183,0.219957836,0.007075321,0.030137993,0.003178304,0.009103686,0.013016674,0,0.066361081,0.004328244,16102,22474,15189,1385,0.257171149,0.003178304,0.358940778,0.24258928,0.02212036,0.004328244,0.066361081,0.03983262,0.148784231,0.256662017
"STOCKBRIDGE",283,68149,2428,3948,1451,445,46,227,18434,5639,18558,506,405,3556,38,11794,674,0.035627816,0.057931885,0.021291582,0.00652981,0.000674992,0.003330937,0.270495532,0.082745161,0.272315074,0.007424907,0.00594286,0.052179783,0.000557602,0.173061967,0.009890094,42631,5399,491,3961,0.625555768,0.007424907,0.079223466,0.007204801,0.058122643,0.009890094,0.173061967,0.035627816,-0.195908162,-0.140395037
"WEST STOCKBRIDGE",326,53760,537,2519,1082,359,59,297,21383,2488,16613,229,462,2652,6,4858,216,0.009988839,0.046856399,0.020126488,0.006677827,0.00109747,0.005524554,0.397749256,0.046279762,0.309021577,0.004259673,0.00859375,0.049330357,0.000111607,0.090364583,0.004017857,40484,3601,418,3114,0.753050595,0.004259673,0.066982887,0.007775298,0.057924107,0.004017857,0.090364583,0.009988839,-0.179013675,-0.287575268
"WESTHAMPTON",331,78738,370,2221,707,107,24,129,28663,2147,36054,174,694,3453,240,3679,76,0.004699129,0.028207473,0.008979146,0.001358937,0.000304808,0.001638345,0.364030074,0.027267647,0.457898346,0.002209861,0.008814042,0.043854302,0.003048084,0.04672458,0.000965226,66864,2928,131,4147,0.849196068,0.002209861,0.037186619,0.001663746,0.052668343,0.000965226,0.04672458,0.004699129,-0.190989102,-0.395770492
"CHARLTON",54,126028,4186,8464,3885,1780,328,721,38469,7862,34513,850,2497,7403,49,13668,1353,0.033214841,0.067159679,0.030826483,0.014123845,0.002602596,0.005720951,0.305241692,0.062382963,0.273851842,0.006744533,0.019813057,0.058740915,0.000388802,0.10845209,0.01073571,80844,12349,2108,9900,0.641476497,0.006744533,0.097986162,0.016726442,0.078553972,0.01073571,0.10845209,0.033214841,-0.14427168,-0.177280754
"SUTTON",290,97936,3783,7019,3952,2346,398,1269,43030,1802,17201,558,1798,6176,179,8001,424,0.038627267,0.071669253,0.040352884,0.023954419,0.004063878,0.012957442,0.439368567,0.018399771,0.175635109,0.005697598,0.018358928,0.063061591,0.001827724,0.08169621,0.004329358,62033,10971,2744,7974,0.633403447,0.005697598,0.112022137,0.028018298,0.08142052,0.004329358,0.08169621,0.038627267,-0.115472631,-0.177618637
"EGREMONT",90,54348,450,2955,670,120,13,68,18639,6499,9721,279,784,6631,1499,5642,378,0.008279974,0.054371826,0.012327961,0.002207993,0.000239199,0.001251196,0.342956503,0.119581217,0.178865828,0.005133584,0.014425554,0.12201001,0.027581512,0.103812468,0.006955178,34859,3625,133,7415,0.641403548,0.005133584,0.066699787,0.002447192,0.136435563,0.006955178,0.103812468,0.008279974,-0.195587643,-0.178145868
"FRANKLIN",101,77800,337,11394,13711,11106,2282,60,11984,3802,11183,114,242,1279,31,9811,464,0.00433162,0.146452442,0.176233933,0.142750643,0.02933162,0.000771208,0.15403599,0.048868895,0.14374036,0.001465296,0.00311054,0.016439589,0.000398458,0.126105398,0.00596401,26969,25105,13388,1521,0.346645244,0.001465296,0.322686375,0.172082262,0.019550129,0.00596401,0.126105398,0.00433162,0.053694838,0.176005675
"NORFOLK",208,44315,871,6553,6033,1958,326,93,3524,5589,8362,136,441,1218,87,8609,515,0.019654744,0.147873181,0.136139005,0.044183685,0.007356426,0.002098612,0.079521607,0.126119824,0.188694573,0.003068938,0.009951484,0.02748505,0.001963218,0.194268306,0.011621347,17475,12586,2284,1659,0.394336004,0.003068938,0.284012185,0.051540111,0.037436534,0.011621347,0.194268306,0.019654744,-0.077695926,0.135435341
"NORTHBRIDGE",216,51945,1624,4497,4877,3728,870,85,15115,2437,11150,222,553,1224,282,4984,297,0.031263837,0.086572336,0.093887766,0.071768216,0.016748484,0.001636346,0.290980845,0.046915006,0.214650111,0.004273751,0.010645875,0.023563384,0.005428819,0.095947637,0.005717586,28702,9374,4598,1777,0.552545962,0.004273751,0.180460102,0.0885167,0.03420926,0.005717586,0.095947637,0.031263837,-0.048614934,-0.076973951
"STURBRIDGE",287,112153,4604,7823,4676,1929,531,136,27907,10944,37767,224,667,2111,39,11630,1165,0.041051064,0.069752927,0.041693044,0.017199718,0.004734604,0.001212629,0.248829724,0.097580983,0.336745339,0.001997272,0.005947233,0.018822501,0.000347739,0.103697627,0.010387596,76618,12499,2460,2778,0.683156046,0.001997272,0.111445971,0.021934322,0.024769734,0.010387596,0.103697627,0.041051064,-0.138430983,-0.213817217
"MEDWAY",177,33577,50,5373,5897,3568,508,90,5727,745,4187,110,137,889,1,6112,183,0.001489115,0.160020252,0.175626173,0.106263216,0.015129404,0.002680406,0.170563183,0.022187807,0.124698454,0.003276052,0.004080174,0.026476457,2.98e-05,0.182029365,0.005450159,10659,11270,4076,1026,0.317449445,0.003276052,0.335646425,0.12139262,0.030556631,0.005450159,0.182029365,0.001489115,-0.009923862,0.226222017
"NORWELL",219,61085,1071,6209,4656,2032,548,51,3649,10270,18790,18,393,280,196,10863,2059,0.017532946,0.101645248,0.076221658,0.033265122,0.008971106,0.000834902,0.059736433,0.168126381,0.307604158,0.000294671,0.006433658,0.004583777,0.003208644,0.177834166,0.033707129,32709,10865,2580,673,0.535466972,0.000294671,0.177866907,0.042236228,0.011017435,0.033707129,0.177834166,0.017532946,-0.125626014,-0.027044625
"AUBURN",17,47247,2107,6505,6193,6205,1847,110,12853,696,4551,366,391,1618,3,3503,299,0.044595424,0.137680699,0.131077105,0.13133109,0.039092429,0.00232819,0.272038436,0.014731094,0.096323576,0.007746524,0.008275658,0.034245561,6.35e-05,0.074142274,0.006328444,18100,12698,8052,2009,0.383093106,0.007746524,0.268757805,0.170423519,0.042521218,0.006328444,0.074142274,0.044595424,0.07013236,0.0961636
"BOSTON",35,143980,4385,7453,16779,52217,46657,2447,5390,417,1683,123,2025,500,167,1520,2217,0.030455619,0.051764134,0.116537019,0.362668426,0.324051952,0.016995416,0.037435755,0.002896236,0.011689123,0.000854285,0.014064453,0.003472705,0.001159883,0.010557022,0.015397972,7490,24232,98874,2525,0.052021114,0.000854285,0.168301153,0.686720378,0.017537158,0.015397972,0.010557022,0.030455619,0.64190477,0.289993026
"COHASSET",65,28962,913,4198,3941,1712,380,196,2535,2768,7253,25,121,100,3,4183,634,0.031524066,0.144948553,0.136074857,0.05911194,0.013120641,0.006767488,0.087528486,0.09557351,0.2504316,0.0008632,0.004177888,0.0034528,0.000103584,0.144430633,0.021890753,12556,8139,2092,221,0.433533596,0.0008632,0.28102341,0.072232581,0.007630688,0.021890753,0.144430633,0.031524066,-0.039028173,0.082836187
"WEYMOUTH",336,51326,2566,7306,11152,14864,3415,391,3575,589,1582,19,341,27,8,4754,737,0.049994155,0.14234501,0.217277793,0.289599813,0.066535479,0.007617971,0.069652808,0.011475665,0.030822585,0.000370183,0.006643806,0.000526049,0.000155866,0.092623622,0.014359194,5746,18458,18279,368,0.111951058,0.000370183,0.359622803,0.356135292,0.007169855,0.014359194,0.092623622,0.049994155,0.263633747,0.379350702
"DENNIS",75,60071,1190,7141,13353,11616,1173,2531,242,8828,4112,222,994,86,190,2474,5919,0.019809892,0.118875997,0.22228696,0.193371177,0.019526893,0.042133475,0.004028566,0.146959431,0.068452331,0.003695627,0.016547086,0.001431639,0.003162924,0.041184598,0.098533402,13182,20494,12789,1080,0.219440329,0.003695627,0.341162957,0.212898071,0.017978725,0.098533402,0.041184598,0.019809892,0.156942763,0.273474579
"WESTPORT",334,149963,6364,7170,8727,5298,609,2519,40137,2985,24459,698,5240,8927,2329,28865,5636,0.042437134,0.047811794,0.058194355,0.035328714,0.004061002,0.016797477,0.267646019,0.01990491,0.163100231,0.004654481,0.034941952,0.059528017,0.015530498,0.192480812,0.037582604,67581,15897,5907,14167,0.450651161,0.004654481,0.106006148,0.039389716,0.094469969,0.037582604,0.192480812,0.042437134,-0.156977055,0.027824922
"DARTMOUTH",72,178290,2316,14101,13285,10665,2566,2812,25130,11767,29321,599,7232,6949,1669,43932,5946,0.012990072,0.079090246,0.074513433,0.059818274,0.014392282,0.015772057,0.140950137,0.065999215,0.164456784,0.003359695,0.040563127,0.038975826,0.009361153,0.246407538,0.03335016,66218,27386,13231,14181,0.371406136,0.003359695,0.153603679,0.074210556,0.079538953,0.03335016,0.246407538,0.012990072,-0.136434114,0.135506029
"BARNSTABLE",20,180247,9253,25784,33718,16004,4615,9004,5065,19109,27064,225,2245,494,1515,6739,19413,0.051335112,0.143048151,0.187065527,0.088789272,0.025603755,0.049953675,0.028100329,0.106015634,0.150149517,0.001248287,0.012455131,0.002740684,0.008405133,0.037387585,0.107702209,51238,59502,20619,2739,0.28426548,0.001248287,0.330113677,0.114393027,0.015195815,0.107702209,0.037387585,0.051335112,0.138530167,0.157290158
"CHATHAM",55,49023,4162,3896,9031,6793,490,10815,176,4112,1821,114,1376,14,64,818,5341,0.084898925,0.0794729,0.184219652,0.138567611,0.009995308,0.220610734,0.003590152,0.083878996,0.03714583,0.002325439,0.028068458,0.00028558,0.00130551,0.016686045,0.108948861,6109,12927,7283,1390,0.124614977,0.002325439,0.263692552,0.148562919,0.028354038,0.108948861,0.016686045,0.084898925,0.264250023,0.21312603
"FAIRHAVEN",94,35723,227,4166,5249,6111,1637,742,1323,903,3541,9,1255,1242,301,5484,3533,0.00635445,0.116619545,0.146936148,0.17106626,0.045824819,0.020770932,0.037034963,0.025277832,0.099123814,0.000251939,0.035131428,0.034767517,0.008425944,0.153514542,0.098899868,5767,9415,7748,2497,0.161436609,0.000251939,0.263555692,0.216891079,0.069898945,0.098899868,0.153514542,0.00635445,0.106997664,0.326764383
"BRIMFIELD",43,101645,1277,4482,1624,393,30,114,51377,6064,17804,542,860,5012,20,11080,966,0.012563333,0.044094643,0.015977175,0.003866398,0.000295145,0.00112155,0.505455261,0.059658616,0.17515864,0.005332284,0.00846082,0.049308869,0.000196763,0.109006838,0.009503665,75245,6106,423,5872,0.740272517,0.005332284,0.060071819,0.004161543,0.057769689,0.009503665,0.109006838,0.012563333,-0.190870505,-0.270709563
"CHILMARK",62,58328,4569,4524,1107,147,11,2836,30456,914,3965,1062,4471,238,3,2690,1335,0.078332876,0.077561377,0.018978878,0.00252023,0.000188589,0.048621588,0.522150597,0.015670004,0.067977644,0.018207379,0.076652723,0.004080373,5.14e-05,0.046118502,0.022887807,35335,5631,158,4709,0.605798244,0.018207379,0.096540255,0.002708819,0.080733096,0.022887807,0.046118502,0.078332876,-0.072457465,-0.191393308
"NANTUCKET",197,140702,5004,10663,11717,7088,978,12142,23342,6773,10547,11665,17662,678,1563,10267,10613,0.035564526,0.075784282,0.083275291,0.050375972,0.006950861,0.086295859,0.165896718,0.048137198,0.074959844,0.082905716,0.125527711,0.004818695,0.011108584,0.072969823,0.075428921,40662,22380,8066,18340,0.28899376,0.082905716,0.159059573,0.057326833,0.130346406,0.075428921,0.072969823,0.035564526,-0.120132099,0.209205597
"LEOMINSTER",153,85405,2494,7601,10341,12933,5458,329,16800,3659,16798,581,821,2042,52,5244,252,0.029202037,0.088999473,0.121081904,0.151431415,0.063907265,0.003852233,0.196709795,0.042842925,0.196686377,0.00680288,0.00961302,0.023909607,0.000608864,0.061401557,0.002950647,37257,17942,18391,2863,0.436239096,0.00680288,0.210081377,0.21533868,0.033522627,0.002950647,0.061401557,0.029202037,0.094220311,0.022424514
"AQUINNAH",104,16622,1272,928,578,93,2,1730,8213,10,216,386,804,6,0,1510,874,0.076525087,0.055829623,0.034773192,0.005594995,0.000120322,0.104078932,0.494104199,0.000601612,0.012994826,0.023222236,0.048369631,0.000360967,0,0.09084346,0.052580917,8439,1506,95,810,0.507700638,0.023222236,0.090602816,0.005715317,0.048730598,0.052580917,0.09084346,0.076525087,-0.125684389,-0.066106512
"EDGARTOWN",89,76847,1782,8196,6331,1978,241,3990,26418,7794,4780,1294,7379,935,869,1136,3724,0.023188934,0.10665348,0.082384478,0.025739456,0.003136102,0.05192135,0.343773992,0.101422307,0.062201517,0.016838653,0.096021966,0.012167033,0.011308184,0.01478262,0.048459927,38992,14527,2219,8314,0.507397816,0.016838653,0.189037959,0.028875558,0.108188999,0.048459927,0.01478262,0.023188934,0.014108904,-0.105329278
"GOSNOLD",109,38693,1371,0,20,10,4,3537,20443,287,1427,2282,4798,29,23,1861,2601,0.035432766,0,0.000516889,0.000258445,0.000103378,0.091411883,0.528338459,0.007417362,0.036880056,0.058977076,0.124001757,0.00074949,0.000594423,0.048096555,0.067221461,22157,20,14,4827,0.572635877,0.058977076,0.000516889,0.000361823,0.124751247,0.067221461,0.048096555,0.035432766,-0.266461219,-0.12039182
"OAK BLUFFS",221,21322,422,4847,3979,1470,308,867,4897,1068,1684,111,1033,0,9,74,553,0.019791764,0.227323891,0.186614764,0.068942876,0.014445174,0.040662227,0.229668887,0.05008911,0.078979458,0.005205891,0.048447613,0,0.000422099,0.003470594,0.025935653,7649,8826,1778,1033,0.358737454,0.005205891,0.413938655,0.08338805,0.048447613,0.025935653,0.003470594,0.019791764,0.188299605,0.065895824
"TISBURY",296,18918,289,4338,1959,953,199,563,4482,1880,3050,64,663,0,2,109,367,0.015276456,0.229305423,0.103552173,0.050375304,0.010519082,0.029760017,0.236917222,0.099376255,0.161222117,0.003383021,0.035045988,0,0.000105719,0.005761708,0.019399514,9412,6297,1152,663,0.497515594,0.003383021,0.332857596,0.060894386,0.035045988,0.019399514,0.005761708,0.015276456,0.102116846,-0.067565978
"MILTON",189,38304,459,7227,7247,6136,718,69,5940,2005,4829,25,94,105,8,2853,589,0.011983083,0.188674812,0.189196951,0.160192147,0.018744779,0.001801378,0.155075188,0.052344403,0.126070384,0.000652673,0.002454052,0.002741228,0.000208855,0.074483083,0.015376984,12774,14474,6854,199,0.333489975,0.000652673,0.377871763,0.178936926,0.00519528,0.015376984,0.074483083,0.011983083,0.089850147,0.206765955
"RUSSELL",256,51533,1435,1747,908,340,30,70,19253,1834,23785,71,461,380,15,1156,48,0.027846234,0.033900607,0.017619778,0.006597714,0.000582151,0.001358353,0.373605263,0.035588846,0.46154891,0.001377758,0.008945724,0.007373916,0.000291076,0.022432228,0.000931442,44872,2655,370,841,0.870743019,0.001377758,0.051520385,0.007179865,0.01631964,0.000931442,0.022432228,0.027846234,-0.170537138,-0.42511104
"NEW BEDFORD",201,58360,479,6602,7121,16562,12198,129,1443,1089,2253,13,400,42,93,9818,118,0.008207676,0.113125428,0.122018506,0.283790267,0.209013023,0.002210418,0.02472584,0.018660041,0.038605209,0.000222755,0.00685401,0.000719671,0.001593557,0.168231666,0.002021933,4785,13723,28760,442,0.08199109,0.000222755,0.235143934,0.49280329,0.007573681,0.002021933,0.168231666,0.008207676,0.416592534,0.346930053
"YARMOUTH",351,71691,2387,8090,15315,16258,1869,1162,246,9710,5153,86,717,82,869,2975,6772,0.033295672,0.112845406,0.213625141,0.226778815,0.026070218,0.01620845,0.003431393,0.135442385,0.071877921,0.001199593,0.010001255,0.001143798,0.012121466,0.041497538,0.09446095,15109,23405,18127,799,0.210751698,0.001199593,0.326470547,0.252849033,0.011145053,0.09446095,0.041497538,0.033295672,0.193035719,0.267323326
"BOURNE",36,118229,1085,9738,17887,10408,1427,2859,8801,21294,31161,5743,2049,270,1035,1727,2745,0.009177105,0.082365579,0.151291138,0.088032547,0.012069797,0.024181884,0.074440281,0.180108095,0.263564777,0.048575223,0.017330773,0.002283704,0.008754197,0.014607245,0.023217654,61256,27625,11835,2319,0.518113153,0.048575223,0.233656717,0.100102344,0.019614477,0.023217654,0.014607245,0.009177105,0.047517516,-0.077460844
"MATTAPOISETT",173,50338,243,4380,4461,2270,348,859,2487,7189,12774,61,803,570,597,11191,2105,0.004827367,0.0870118,0.088620923,0.045095157,0.006913266,0.017064643,0.049406015,0.142814573,0.253764552,0.001211808,0.015952163,0.011323453,0.011859828,0.222317136,0.041817315,22450,8841,2618,1373,0.44598514,0.001211808,0.175632723,0.052008423,0.027275617,0.041817315,0.222317136,0.004827367,-0.130405367,0.064612966
"SOMERSET",273,23529,958,2814,4579,8169,1745,137,1507,12,1325,24,476,113,4,1254,412,0.040715713,0.119597093,0.194610906,0.347188576,0.074163798,0.005822602,0.064048621,0.000510009,0.056313485,0.001020018,0.020230354,0.004802584,0.000170003,0.053295933,0.017510306,2844,7393,9914,589,0.120872115,0.001020018,0.314207999,0.421352374,0.025032938,0.017510306,0.053295933,0.040715713,0.335569183,0.340652275
"WAREHAM",310,106921,5367,8323,13827,8500,1927,2161,1051,32592,6287,200,2539,423,11977,6709,5038,0.050195939,0.077842519,0.129319778,0.079497947,0.018022652,0.020211184,0.009829687,0.304823187,0.058800423,0.00187054,0.023746504,0.003956192,0.112017284,0.062747262,0.047118901,39930,22150,10427,2962,0.373453297,0.00187054,0.207162297,0.097520599,0.027702696,0.047118901,0.062747262,0.050195939,0.044040741,0.056963635
"ORLEANS",224,41963,1735,4177,6253,4154,732,2821,355,7576,5438,82,1001,183,12,1315,6129,0.041345948,0.099540071,0.149012225,0.098991969,0.017443939,0.067225889,0.008459834,0.18054,0.129590353,0.001954102,0.023854348,0.004360985,0.000285966,0.03133713,0.146057241,13369,10430,4886,1184,0.318590187,0.001954102,0.248552296,0.116435908,0.028215333,0.146057241,0.03133713,0.041345948,0.149258221,0.074224934
"FALL RIVER",95,110918,15513,4718,6857,15384,11627,387,14442,9465,18920,202,1152,166,6,11845,234,0.139860077,0.042535927,0.061820444,0.138697055,0.104825186,0.003489064,0.130204295,0.085333309,0.170576462,0.001821165,0.010386051,0.001496601,5.41e-05,0.106790602,0.002109667,42827,11575,27011,1318,0.386114066,0.001821165,0.104356371,0.243522242,0.011882652,0.002109667,0.106790602,0.139860077,0.174822492,-0.013288689
"SWANSEA",292,66050,671,6816,8343,7299,1347,346,14482,389,7068,411,2006,1910,247,13584,1131,0.01015897,0.10319455,0.126313399,0.110507192,0.020393641,0.005238456,0.219258138,0.005889478,0.107009841,0.006222559,0.030370931,0.028917487,0.003739591,0.205662377,0.017123391,21939,15159,8646,3916,0.332157456,0.006222559,0.229507949,0.130900833,0.059288418,0.017123391,0.205662377,0.01015897,-0.030519955,0.174859564
"METHUEN",181,66191,1710,8096,11693,17128,3948,414,8915,1609,2760,111,831,1074,51,6581,1270,0.025834328,0.122312701,0.176655437,0.258766298,0.059645571,0.006254627,0.134685984,0.024308441,0.041697512,0.001676965,0.012554577,0.016225771,0.000770497,0.099424393,0.019186899,13284,19789,21076,1905,0.200691937,0.001676965,0.298968138,0.318411869,0.028780348,0.019186899,0.099424393,0.025834328,0.214016292,0.278470563
"NEWBURY",205,69563,1003,2097,3655,2603,362,1900,10127,2782,4702,48,1305,4843,252,10921,22963,0.014418585,0.030145336,0.0525423,0.037419318,0.005203916,0.027313371,0.145580265,0.039992525,0.067593405,0.000690022,0.018759973,0.069620344,0.003622615,0.156994379,0.330103647,17611,5752,2965,6148,0.253166195,0.000690022,0.082687636,0.042623234,0.088380317,0.330103647,0.156994379,0.014418585,-0.281472658,0.318730664
"GROVELAND",116,27029,1291,2321,2693,1918,212,440,5665,1981,4170,30,276,1148,3,4588,293,0.047763513,0.085870731,0.099633727,0.07096082,0.007843427,0.016278812,0.2095897,0.07329165,0.154278738,0.001109919,0.010211255,0.042472899,0.000110992,0.169743609,0.010840209,11816,5014,2130,1424,0.437160087,0.001109919,0.185504458,0.078804247,0.052684154,0.010840209,0.169743609,0.047763513,-0.071467439,0.048142249
"NEWBURYPORT",206,25152,950,2454,4723,5944,1568,282,1322,1750,1292,10,336,1315,0,1450,1756,0.037770356,0.097566794,0.187778308,0.236323155,0.062340967,0.011211832,0.052560433,0.069576972,0.051367684,0.000397583,0.013358779,0.052282125,0,0.057649491,0.069815522,4364,7177,7512,1651,0.173505089,0.000397583,0.285345102,0.298664122,0.065640903,0.069815522,0.057649491,0.037770356,0.238626613,0.26900124
"OXFORD",226,78915,1761,6162,5969,3254,837,763,27437,2858,15134,331,1149,3905,98,8620,637,0.022315149,0.078084014,0.075638345,0.041234239,0.010606349,0.009668631,0.347677881,0.036216182,0.191775961,0.004194386,0.01455997,0.049483622,0.001241842,0.109231452,0.008071976,45429,12131,4091,5054,0.575670025,0.004194386,0.15372236,0.051840588,0.064043591,0.008071976,0.109231452,0.022315149,-0.09136965,-0.103310871
"LITTLETON",158,50393,2588,4787,5542,4661,973,1103,10354,3138,7488,283,930,2034,313,5706,493,0.051356339,0.094993352,0.109975592,0.092493005,0.019308237,0.021887961,0.205465045,0.062270553,0.148592066,0.005615859,0.018454944,0.040362749,0.00621118,0.113230012,0.009783105,20980,10329,5634,2964,0.416327665,0.005615859,0.204968944,0.111801242,0.058817693,0.009783105,0.113230012,0.051356339,-0.008371271,0.050947413
"BRIDGEWATER",42,81648,2289,9773,10644,6252,1334,371,3804,7810,12615,128,2051,1525,3402,19224,426,0.028034979,0.119696747,0.130364491,0.076572604,0.016338428,0.004543896,0.046590241,0.095654517,0.154504703,0.001567705,0.025120027,0.018677739,0.041666667,0.235449735,0.005217519,24229,20417,7586,3576,0.296749461,0.001567705,0.250061238,0.092911033,0.043797766,0.005217519,0.235449735,0.028034979,-0.061969453,0.221026533
"MIDDLEBOROUGH",182,207780,8295,10579,10734,5984,1475,1366,4750,46918,39940,342,2336,5182,17205,51908,766,0.039922033,0.050914429,0.05166041,0.028799692,0.007098855,0.006574261,0.022860718,0.225806141,0.192222543,0.001645972,0.011242661,0.02493984,0.082803927,0.249821927,0.003686592,91608,21313,7459,7518,0.440889402,0.001645972,0.102574839,0.035898547,0.036182501,0.003686592,0.249821927,0.039922033,-0.191694348,0.061124032
"PROVINCETOWN",242,30038,469,345,1365,2121,776,15664,685,2074,689,30,327,0,2,483,5008,0.015613556,0.011485452,0.04544244,0.07061056,0.025833944,0.521472801,0.022804448,0.069045875,0.022937612,0.000998735,0.010886211,0,6.66e-05,0.016079632,0.166722152,3448,1710,2897,327,0.114787935,0.000998735,0.056927891,0.096444504,0.010886211,0.166722152,0.016079632,0.015613556,0.377591047,-0.020768445
